,train_loss,val_loss,train_acc,val_acc,val_f1,epochs
0,0.5019899459203353,0.33102294903349233,0.8231780888030887,0.8832824760244115,0.8833373351398632,0
1,0.32166859346467097,0.3732865531299565,0.8802787162162162,0.8917829119442022,0.8917998113585046,1
2,0.24191210235192165,0.46488587860320063,0.9123129826254825,0.8613775065387969,0.8610691002417534,2
3,0.17932785885735741,0.6397614293807262,0.933638996138996,0.828329337401918,0.8268503797915563,3
4,0.19600143474904266,0.5587434527036306,0.9311353764478765,0.8512151264167394,0.8505927265420936,4
5,0.14152359833934572,0.4860491007566452,0.9501387548262549,0.8714036617262424,0.871147672552167,5
6,0.12464418141894999,0.512602990140786,0.9547840250965252,0.8655187445510026,0.8653554179739424,6
7,0.10715272306500796,0.5529758828515942,0.9611184845559846,0.8663905841325196,0.8660114695340502,7
8,0.08991772553004872,0.37408684808257464,0.9689611486486487,0.9103095030514385,0.9103967187812616,8
9,0.05155919445108314,0.8839242136156237,0.9822333494208495,0.8275119877942458,0.8258536585365854,9
10,0.06917985491167496,0.4936483875986793,0.977165781853282,0.8984851787271142,0.8985310010807349,10
11,0.06553301596945735,0.37032076560363575,0.9784628378378378,0.9281277244986923,0.9281282320138319,11
12,0.061768388576122046,2.75317963313412,0.9812077702702703,0.7311464690496948,0.7201487207869883,12
13,0.06103659438893964,0.9330114856160976,0.980785472972973,0.8655459895379249,0.8650962307386119,13
14,0.07296093299223808,1.0206388412295162,0.9765021718146717,0.8360124237140366,0.8348535786449909,14
15,0.06200205738849871,1.0209834249941885,0.979518581081081,0.8731745858761987,0.8729086689967341,15
16,0.0322475315076153,1.1921541372666489,0.9896537162162162,0.8672351787271142,0.8669210293448549,16
17,0.04724954564878894,1.6832534420918328,0.9871199324324325,0.8612685265911072,0.8607795860960418,17
18,0.05045586978163506,1.3050580334824484,0.9835304054054054,0.8654914995640802,0.8650962307386119,18
19,0.025384471257700124,1.2428254924110465,0.9917652027027027,0.8782693984306886,0.8780307586562419,19
20,0.03791673232182489,1.3285859375185258,0.9888091216216216,0.8528770706190061,0.8522574588300145,20
21,0.04210149121822601,0.7840312989176931,0.9890202702702703,0.9027353966870095,0.9027617256657725,21
22,0.026955218487463788,0.560527783189271,0.992157335907336,0.9180198343504795,0.9179992125134613,22
23,0.019812152709507636,1.2149325413881122,0.9946911196911198,0.8866880993897123,0.8865788042700553,23
24,0.07123884673413743,0.8615609338456715,0.9822333494208495,0.8909110723626852,0.8908303878204922,24
25,0.049918679279284645,1.236212987956163,0.9850084459459459,0.8739919354838709,0.873805202661827,25
26,0.0381138335673598,0.5467838137913998,0.9881756756756757,0.9281004795117698,0.9281191896851342,26
27,0.029829257430785412,0.5722513509843191,0.9921875,0.9263568003487358,0.9264547939332226,27
28,0.03219118381466159,0.7596086074812086,0.9919763513513513,0.9187826939843068,0.9188456833175171,28
29,0.030690873191677286,1.0740358110240384,0.9915540540540541,0.883255231037489,0.8831630024046719,29
30,0.022311015123117693,0.6220393229474163,0.9923986486486487,0.9382356146469049,0.9382626555515283,30
31,0.01628095913019607,0.5375113086971592,0.9953547297297297,0.9272286399302527,0.9272847087614571,31
32,0.01633903504658512,0.45171401717045623,0.995777027027027,0.9441750217959897,0.9441287932998632,32
33,0.04097681607749983,1.6267088764422648,0.9902871621621622,0.8858435047951176,0.8857105439993473,33
34,0.05115801559692028,1.2492631626711856,0.9881756756756757,0.8960058849171751,0.895960142686665,34
35,0.04640125136975538,0.8440626856014893,0.9875422297297297,0.9196545335658238,0.9196844406425244,35
36,0.017354346886045386,2.2410309445616363,0.9942989864864865,0.8325795553618134,0.8310877466251297,36
37,0.01838713634326835,1.2839313011012368,0.9945101351351351,0.9052964254577157,0.9053140096618357,37
38,0.0597381733215908,0.6752831836961009,0.9871199324324325,0.9196817785527464,0.9196679068337854,38
39,0.04704736393637987,0.5029917940580249,0.9907094594594594,0.9441750217959897,0.9441057550784315,39
40,0.010027960018315447,0.7018485611266885,0.9968327702702703,0.9390802092414995,0.9390715667311412,40
41,0.004724682902950295,0.6987936612174569,0.9978885135135135,0.9382628596338275,0.9382414632280007,41
42,0.0007277198362464015,0.7848321594725791,0.9997888513513513,0.9222155623365301,0.9222288915566226,42
43,0.0021252343729919704,0.8260380239662481,0.9991554054054054,0.9263840453356582,0.9264562654122719,43
44,0.00042970917072704997,0.8132482124441889,1.0,0.9221338273757628,0.9222315589701378,44
45,1.67666202445253e-05,0.8015472935106093,1.0,0.9212892327811683,0.9213863060016906,45
46,6.193282697978823e-06,0.801459234592167,1.0,0.9221338273757628,0.9222315589701375,46
47,5.199747783472556e-06,0.8014981674558028,1.0,0.9221338273757628,0.9222315589701375,47
48,4.510625474544142e-06,0.801549600569996,1.0,0.9221338273757628,0.9222315589701375,48
49,3.989410049165832e-06,0.8015730349245526,1.0,0.9221338273757628,0.9222315589701375,49
